   150   489  183134.2-022500   18.52619   -2.41692  2.40E-2  3.60E-2    0.09   0.05  14.5  4.5    2.3    0.8    2.0    1.3    0.5    1.8   5.0  starless            
   151   492  183136.4-022925   18.52678   -2.49039  2.50E-2  3.50E-2    0.07   0.04  14.5  4.5    1.8    0.7    1.4    1.0    0.4    1.2   6.9  starless            
   152   493  183136.9-044830   18.52694   -4.80833  1.90E-2  3.00E-2    0.07   0.04  12.4  1.1    1.2    1.0    2.5    0.7    0.7    2.8   5.1  starless            
   153   500  183138.5-023255   18.52738   -2.54886  5.30E-2  5.90E-2    0.13   0.07  14.5  4.5    1.8    0.4    0.6    0.8    0.2    0.2   8.0  starless            
   154   509  183140.9-020610   18.52805   -2.10283  1.90E-2  3.00E-2    0.06   0.03  25.7  2.2    1.8    0.8    2.1    1.1    0.6    2.4   5.9  starless            
   155   511  183143.3-022317   18.52870   -2.38811  2.20E-2  3.20E-2    0.08   0.04  13.7  1.6    2.3    0.9    2.0    1.4    0.6    2.0   5.5  starless            
   156   524  183148.1-015841   18.53004   -1.97828  1.80E-2  2.90E-2    0.03   0.02  20.0  3.6    0.6    0.5    1.2    0.4    0.3    1.5  11.1  starless            
   157   530  183149.2-013146   18.53034   -1.52964  9.70E-2  1.00E-1    0.47   0.19  14.0  1.8    3.3    0.6    0.6    0.9    0.1    0.1   4.1  starless            
   158   538  183151.1-014917   18.53086   -1.82144  2.60E-2  3.80E-2    0.04   0.02  14.5  4.5    1.4    0.4    0.7    0.8    0.2    0.6  12.0  starless            
   159   549  183154.2-020617   18.53172   -2.10497  2.20E-2  3.50E-2    0.07   0.04  17.0  2.9    1.2    0.7    1.7    0.7    0.4    1.7   6.2  starless            
   160   553  183156.3-015509   18.53233   -1.91936  2.10E-2  3.20E-2    0.01   0.01  29.4  7.2    0.5    0.1    0.2    0.3    0.1    0.2  46.9  starless            
   161   565  183200.1-015540   18.53338   -1.92797  1.60E-2  2.80E-2    0.02   0.01  17.7  3.6    0.6    0.3    1.1    0.4    0.3    1.5  13.4  starless            
   162   567  183200.9-043226   18.53360   -4.54067  2.20E-2  3.20E-2    0.04   0.02  14.5  4.5    1.1    0.5    1.1    0.7    0.3    1.1  10.2  starless            
